x,y,z,radius
-718.487,-35.2541,-87.4953,12
-714.805,-35.4954,-86.1502,12
-711.121,-35.747,-84.8044,12
-707.395,-35.9825,-83.4431,12
-703.785,-36.2104,-82.1247,12
-700.149,-36.4506,-80.7962,12
-696.561,-36.6772,-79.4855,12
-692.986,-36.8869,-78.1796,12
-689.376,-37.11,-76.8607,12
-685.581,-37.3425,-75.4738,12
-681.873,-37.5693,-74.1195,12
-678.121,-37.7969,-72.7489,12
-674.385,-38.009,-71.3839,12
-670.676,-38.223,-70.0292,12
-666.997,-38.4175,-68.6851,12
-663.317,-38.6064,-67.341,12
-659.424,-38.786,-65.9187,12
-655.642,-38.9544,-64.537,12
-651.533,-39.1318,-63.0358,12
-647.904,-39.2775,-61.7103,12
-644.381,-39.4134,-60.4228,12
-640.652,-39.5618,-59.3624,12
-636.497,-39.7286,-58.6827,12
-632.45,-39.893,-58.4924,12
-628.516,-40.0651,-58.7456,12
-624.713,-40.2316,-59.1279,12
-620.887,-40.3983,-59.5126,12
-617.02,-40.5629,-59.9014,12
-613.258,-40.7353,-60.2797,12
-609.498,-40.9054,-60.6578,12
-605.797,-41.0666,-61.2984,12
-602.077,-41.2465,-62.3625,12
-598.447,-41.4126,-63.7579,12
-594.826,-41.5616,-65.1865,12
-591.309,-41.6958,-66.6602,12
-587.964,-41.8391,-68.4653,12
-584.823,-41.9951,-70.6217,12
-581.911,-42.1524,-73.011,12
-579.081,-42.2948,-75.3713,12
-576.358,-42.4075,-77.6425,12
-573.582,-42.5337,-80.3248,12
-571.1,-42.6568,-83.3089,12
-568.791,-42.7689,-86.2909,12
-566.538,-42.8948,-89.4637,12
-564.633,-43.0295,-92.8835,12
-563.146,-43.1642,-96.3971,12
-561.973,-43.2886,-100.018,12
-560.814,-43.3832,-103.706,12
-559.821,-43.466,-107.386,12
-559.216,-43.5418,-111.266,12
-558.866,-43.6274,-115.387,12
-558.617,-43.728,-119.254,12
-558.756,-43.8809,-123.124,12
-559.169,-44.064,-127.066,12
-559.609,-44.2735,-131.274,12
-560.03,-44.4554,-135.309,12
-560.414,-44.5983,-138.977,12
-561.042,-44.7457,-142.57,12
-562.042,-44.9006,-146.104,12
-563.411,-45.078,-149.54,12
-565.049,-45.2506,-152.824,12
-566.734,-45.4435,-156.135,12
-568.435,-45.6414,-159.479,12
-570.113,-45.8409,-162.626,12
-572.244,-46.064,-165.827,12
-574.545,-46.2941,-169.033,12
-576.859,-46.5275,-172.257,12
-579.127,-46.7461,-175.42,12
-581.362,-46.9526,-178.533,12
-583.581,-47.1405,-181.626,12
-585.787,-47.3043,-184.699,12
-587.982,-47.4571,-187.757,12
-590.188,-47.5911,-190.831,12
-592.322,-47.7073,-193.685,12
-594.732,-47.8304,-196.55,12
-597.299,-47.953,-199.604,12
-599.829,-48.0734,-202.613,12
-602.263,-48.185,-205.508,12
-604.706,-48.3035,-208.415,12
-607.229,-48.4289,-211.415,12
-609.687,-48.5519,-214.339,12
-612.121,-48.6689,-217.233,12
-614.59,-48.7916,-220.17,12
-617.087,-48.9039,-223.142,12
-619.51,-49.0035,-226.023,12
-621.94,-49.097,-228.913,12
-624.384,-49.1799,-231.82,12
-626.917,-49.257,-234.833,12
-629.526,-49.3356,-237.936,12
-631.984,-49.4069,-240.86,12
-634.425,-49.4811,-243.764,12
-636.882,-49.557,-246.686,12
-639.43,-49.6512,-249.717,12
-641.867,-49.7487,-252.872,12
-644.025,-49.8595,-256.123,12
-646.129,-49.9633,-259.295,12
-648.282,-50.0831,-262.539,12
-650.377,-50.1943,-265.695,12
-652.593,-50.314,-269.031,12
-654.627,-50.4206,-272.232,12
-656.308,-50.5218,-275.544,12
-657.657,-50.6176,-279.083,12
-658.621,-50.7188,-282.731,12
-659.208,-50.8222,-286.622,12
-659.52,-50.9251,-290.351,12
-659.831,-51.0149,-294.073,12
-660.143,-51.081,-297.811,12
-660.307,-51.1213,-301.466,12
-660.093,-51.1456,-305.142,12
-659.495,-51.1532,-308.807,12
-658.519,-51.1535,-312.392,12
-657.237,-51.1596,-315.728,12
-655.537,-51.176,-319.067,12
-653.554,-51.1959,-322.135,12
-651.304,-51.1426,-324.984,12
-649.136,-51.0711,-327.505,12
-647.141,-51.0907,-329.824,12
-644.667,-51.1791,-332.702,12
-642.307,-51.2045,-335.447,12
-639.52,-51.1891,-338.689,12
-637.517,-51.1632,-341.018,12
-635.505,-51.1307,-343.357,12
-633.483,-51.0963,-345.709,12
-631.353,-51.0633,-348.29,12
-629.485,-51.0426,-351.026,12
-627.844,-51.0358,-354.026,12
-626.5,-51.0369,-357.198,12
-625.465,-51.0333,-360.531,12
-624.592,-51.026,-364.134,12
-623.974,-51.0209,-367.795,12
-623.738,-51.0337,-371.454,12
-623.869,-51.0793,-375.023,12
-624.39,-51.1609,-378.722,12
-625.27,-51.2715,-382.27,12
-626.301,-51.3868,-385.907,12
-627.327,-51.4854,-389.526,12
-628.34,-51.5666,-393.097,12
-629.589,-51.6533,-396.566,12
-631.141,-51.7357,-399.946,12
-632.77,-51.8225,-403.417,12
-634.368,-51.9078,-406.825,12
-636.004,-52.0038,-410.312,12
-637.61,-52.0969,-413.737,12
-639.223,-52.1934,-417.173,12
-640.802,-52.2937,-420.54,12
-642.382,-52.3983,-423.909,12
-643.992,-52.5071,-427.342,12
-645.648,-52.6132,-430.697,12
-647.394,-52.7293,-434.013,12
-649.172,-52.8474,-437.393,12
-651.073,-52.973,-441.002,12
-652.735,-53.086,-444.161,12
-654.467,-53.2029,-447.452,12
-656.229,-53.3265,-450.799,12
-657.971,-53.45,-454.11,12
-659.659,-53.5638,-457.477,12
-661.016,-53.6836,-461.006,12
-661.997,-53.7924,-464.68,12
-662.578,-53.8874,-468.404,12
-662.762,-53.9527,-472.242,12
-662.529,-53.9853,-476.108,12
-661.905,-53.9976,-479.815,12
-660.927,-54.0118,-483.344,12
-659.551,-54.0516,-486.844,12
-657.791,-54.1365,-490.22,12
-655.698,-54.2888,-493.367,12
-653.287,-54.4938,-496.271,12
-650.543,-54.7489,-498.94,12
-647.546,-54.9911,-501.286,12
-644.209,-55.2154,-503.45,12
-641.034,-55.4202,-505.468,12
-637.784,-55.6255,-507.533,12
-634.621,-55.824,-509.544,12
-631.392,-56.0216,-511.596,12
-628.119,-56.2285,-513.677,12
-624.906,-56.4305,-515.719,12
-621.731,-56.6283,-517.736,12
-618.408,-56.8264,-519.849,12
-615.112,-57.0336,-521.761,12
-611.619,-57.2304,-523.315,12
-608.143,-57.4213,-524.447,12
-604.412,-57.6049,-525.241,12
-600.681,-57.7895,-525.899,12
-597.007,-57.9611,-526.546,12
-593.201,-58.1237,-527.218,12
-589.514,-58.276,-527.868,12
-585.781,-58.4193,-528.256,12
-581.912,-58.5964,-528.242,12
-578.08,-58.7984,-527.813,12
-574.489,-59.0076,-527.024,12
-570.829,-59.2133,-525.8,12
-567.062,-59.3997,-524.391,12
-563.528,-59.5658,-523.069,12
-560.073,-59.7298,-521.776,12
-556.616,-59.9067,-520.327,12
-553.213,-60.0977,-518.448,12
-550.074,-60.2745,-516.428,12
-546.946,-60.4424,-514.416,12
-543.844,-60.5893,-512.42,12
-540.713,-60.6911,-510.405,12
-537.784,-60.7396,-508.221,12
-534.854,-60.767,-505.727,12
-532.012,-60.7835,-503.307,12
-529.266,-60.7931,-500.877,12
-526.712,-60.7971,-498.138,12
-524.396,-60.7952,-495.308,12
-522.164,-60.7876,-492.58,12
-519.951,-60.7735,-489.876,12
-517.735,-60.7532,-487.168,12
-515.464,-60.7248,-484.392,12
-513.258,-60.6872,-481.694,12
-511.153,-60.6382,-478.729,12
-509.305,-60.5727,-475.608,12
-507.566,-60.4947,-472.616,12
-505.725,-60.3957,-469.448,12
-503.939,-60.2851,-466.376,12
-502.111,-60.1522,-463.231,12
-500.239,-60.0031,-460.01,12
-498.548,-59.8307,-456.539,12
-497.02,-59.6407,-453.102,12
-495.526,-59.4535,-449.742,12
-494.03,-59.2479,-446.377,12
-492.509,-59.026,-442.956,12
-490.976,-58.7815,-439.508,12
-489.462,-58.532,-436.104,12
-487.991,-58.2738,-432.608,12
-486.932,-58.0072,-429.25,12
-485.944,-57.732,-425.73,12
-484.991,-57.443,-422.335,12
-484.034,-57.1372,-418.923,12
-483.026,-56.8017,-415.331,12
-482.025,-56.4534,-411.763,12
-481.193,-56.1528,-408.799,12
-480.335,-55.8393,-405.742,12
-479.353,-55.4588,-402.244,12
-478.364,-55.0465,-398.436,12
-477.679,-54.5862,-394.164,12
-477.187,-54.2018,-390.732,12
-476.626,-53.7334,-386.83,12
-476.2,-53.3741,-383.855,12
-475.662,-52.9076,-380.107,12
-475.132,-52.4599,-376.417,12
-474.68,-52.0625,-373.268,12
-474.212,-51.6632,-370.008,12
-473.77,-51.2933,-366.929,12
-473.309,-50.8978,-363.716,12
-472.802,-50.4636,-360.18,12
-472.259,-50.0164,-356.401,12
-471.809,-49.6474,-353.258,12
-471.331,-49.2906,-349.929,12
-470.91,-48.9413,-346.831,12
-470.718,-48.5621,-343.187,12
-470.754,-48.1905,-339.689,12
-470.786,-47.886,-336.539,12
-470.824,-47.5061,-332.849,12
-470.859,-47.1704,-329.443,12
-470.893,-46.8383,-326.041,12
-470.929,-46.5087,-322.565,12
-470.966,-46.1614,-318.987,12
-471.002,-45.8151,-315.407,12
-471.039,-45.4699,-311.756,12
-471.078,-45.1061,-307.965,12
-471.114,-44.7603,-304.35,12
-471.153,-44.3946,-300.597,12
-471.192,-44.0244,-296.789,12
-471.228,-43.6705,-293.258,12
-471.266,-43.3128,-289.586,12
-471.303,-42.9277,-285.901,12
-471.339,-42.5784,-282.394,12
-471.376,-42.2031,-278.798,12
-471.412,-41.8242,-275.277,12
-471.448,-41.4626,-271.805,12
-471.484,-41.0753,-268.229,12
-471.52,-40.7054,-264.781,12
-471.555,-40.3318,-261.344,12
-471.484,-39.9329,-257.855,12
-471.349,-39.5538,-254.369,12
-471.212,-39.1506,-250.842,12
-471.072,-38.7472,-247.236,12
-470.809,-38.3684,-243.743,12
-470.262,-37.9715,-240.248,12
-469.688,-37.6057,-236.729,12
-469.124,-37.2324,-233.262,12
-468.567,-36.8905,-229.843,12
-468.011,-36.5568,-226.434,12
-467.346,-36.1594,-222.347,12
-466.861,-35.8623,-219.373,12
-466.17,-35.5153,-215.934,12
-465.221,-35.147,-212.599,12
-464.241,-34.7609,-209.236,12
-463.234,-34.3549,-205.78,12
-462.168,-33.9283,-202.359,12
-460.814,-33.5167,-199.111,12
-459.245,-33.086,-195.918,12
-457.712,-32.6551,-192.795,12
-456.166,-32.2291,-189.648,12
-454.61,-31.819,-186.48,12
-453.022,-31.4077,-183.246,12
-451.47,-31.004,-180.085,12
-449.765,-30.5825,-176.614,12
-448.161,-30.1959,-173.348,12
-446.602,-29.8254,-170.223,12
-444.797,-29.4593,-167.187,12
-442.92,-29.0875,-164.16,12
-441.053,-28.7278,-161.15,12
-439.207,-28.3701,-158.173,12
-437.32,-28.0045,-155.13,12
-435.421,-27.6328,-152.066,12
-433.488,-27.2697,-148.949,12
-431.506,-26.8903,-145.886,12
-429.279,-26.5355,-143.07,12
-426.86,-26.1865,-140.475,12
-424.441,-25.8541,-137.912,12
-422.029,-25.5002,-135.357,12
-419.646,-25.1439,-132.832,12
-417.206,-24.7841,-130.248,12
-414.786,-24.4223,-127.684,12
-412.247,-24.0694,-125.304,12
-409.139,-23.708,-122.949,12
-406.201,-23.3823,-120.906,12
-403.275,-23.0674,-118.872,12
-400.33,-22.7517,-116.825,12
-397.334,-22.429,-114.742,12
-394.771,-22.169,-113.166,12
-391.265,-21.8161,-111.42,12
-388.542,-21.5547,-110.132,12
-385.717,-21.2915,-108.831,12
-382.085,-20.9904,-107.53,12
-378.463,-20.709,-106.627,12
-375.069,-20.4557,-105.852,12
-370.98,-20.171,-104.918,12
-367.271,-19.9035,-104.071,12
-363.691,-19.656,-103.254,12
-360.05,-19.4107,-102.423,12
-356.454,-19.1663,-101.602,12
-353.018,-18.9353,-100.817,12
-349.568,-18.6912,-100.03,12
-346.071,-18.4595,-99.2316,12
