x,y,z,radius
-124.448,-31.1233,114.765,12
-128.903,-31.6065,115.722,12
-132.87,-32.0073,116.573,12
-137.629,-32.437,117.595,12
-142.54,-32.7897,118.649,12
-146.606,-33.044,119.522,12
-151.315,-33.2595,120.533,12
-155.883,-33.4236,121.514,12
-160.702,-33.5479,122.548,12
-165.374,-33.6282,123.551,12
-170.04,-33.6386,124.553,12
-174.13,-33.5892,125.431,12
-179.676,-33.4962,126.622,12
-185.145,-33.3539,127.796,12
-189.903,-33.1549,128.817,12
-195.282,-32.822,129.972,12
-199.92,-32.4051,130.968,12
-205.177,-31.6904,132.096,12
-210.492,-30.8113,133.238,12
-215.684,-29.8083,134.352,12
-219.996,-28.7536,135.159,12
-224.712,-27.5912,135.632,12
-229.064,-26.4446,135.97,12
-232.727,-25.4186,136.255,12
-237.051,-24.1878,136.591,12
-241.683,-22.8025,136.421,12
-245.807,-21.4758,135.908,12
-250.705,-19.9802,135.299,12
-254.846,-18.6935,134.365,12
-259.797,-17.1867,133.085,12
-264.845,-15.7295,131.78,12
-269.955,-14.323,130.458,12
-274.548,-13.1105,129.27,12
-280.116,-11.8642,127.831,12
-285.574,-10.9229,127.092,12
-290.405,-10.3431,127.109,12
-295.966,-9.94145,127.313,12
-300.816,-9.74518,127.492,12
-306.5,-9.60627,127.7,12
-312.03,-9.49352,127.904,12
-316.757,-9.41374,128.077,12
-322.555,-9.32594,128.29,12
-328.191,-9.24953,128.498,12
-333.003,-9.1934,128.674,12
-338.315,-9.13975,128.87,12
-343.996,-9.08915,129.079,12
-348.736,-9.05758,129.253,12
-354.278,-9.03485,129.456,12
-358.904,-9.03126,129.626,12
-363.625,-9.04109,129.8,12
-369.131,-9.064,130.002,12
-374.662,-9.09015,130.205,12
-379.431,-9.10918,130.381,12
-384.826,-9.12955,130.579,12
-390.367,-9.15355,130.783,12
-394.943,-9.18013,130.756,12
-400.366,-9.22703,130.258,12
-405.174,-9.27555,129.818,12
-410.007,-9.32121,129.375,12
-415.414,-9.36982,128.879,12
-420.925,-9.39248,128.374,12
-425.512,-9.38857,127.954,12
-431.19,-9.33363,127.433,12
-436.699,-9.24905,126.928,12
-441.222,-9.16972,126.514,12
-445.944,-9.0965,126.081,12
-451.199,-9.0261,124.993,12
-456.648,-8.98079,123.649,12
-461.192,-8.95546,122.529,12
-466.365,-8.93712,121.253,12
-471.54,-8.91313,119.977,12
-476.086,-8.88545,118.856,12
-481.415,-8.84125,117.542,12
-486.019,-8.79488,116.407,12
-491.261,-8.73806,115.114,12
-495.897,-8.68655,113.971,12
-500.966,-8.63298,112.721,12
-505.338,-8.58913,111.643,12
-510.667,-8.54269,110.329,12
-515.894,-8.50641,109.04,12
-520.4,-8.48425,107.929,12
-525.65,-8.46774,106.634,12
-530.323,-8.45981,105.482,12
-534.828,-8.45642,104.371,12
-540.12,-8.4564,103.066,12
-544.936,-8.45873,101.879,12
-550.241,-8.46286,100.571,12
-554.772,-8.4667,99.4534,12
-560.003,-8.47012,98.1635,12
-564.573,-8.47187,97.0368,12
-569.038,-8.47266,95.9355,12
-574.356,-8.47289,94.6242,12
-579.477,-8.47289,93.3615,12
-584.019,-8.47289,92.2416,12
-589.265,-8.47289,90.948,12
-593.974,-8.47289,89.7868,12
-598.58,-8.47289,88.6513,12
-604.002,-8.47289,87.3143,12
-608.568,-8.47289,86.1883,12
-613.391,-8.47289,84.9991,12
-618.092,-8.47289,83.84,12
-622.695,-8.47289,82.7048,12
-627.268,-8.47289,81.5773,12
-631.851,-8.47289,80.4474,12
-636.51,-8.47289,79.2983,12
-640.969,-8.47289,78.1988,12
-645.406,-8.47289,77.1048,12
-649.871,-8.47289,76.0037,12
-654.445,-8.47289,74.8756,12
-659.187,-8.47289,73.7064,12
-663.837,-8.47289,72.5596,12
-668.393,-8.47289,71.4361,12
-673.111,-8.47289,70.2728,12
-677.769,-8.47289,69.1242,12
-682.339,-8.47289,67.9972,12
-687.042,-8.47299,66.8376,12
-691.668,-8.47387,65.6972,12
-696.404,-8.47639,64.5291,12
-701.015,-8.4807,63.3923,12
-705.502,-8.48462,62.2858,12
-709.87,-8.48682,61.2089,12
-714.301,-8.48605,60.1162,12
-718.777,-8.47988,59.0124,12
-723.18,-8.46647,57.9268,12
-727.769,-8.4443,56.7952,12
-732.483,-8.41002,55.6327,12
-737.25,-8.3686,54.4572,12
-742.06,-8.32278,53.271,12
-746.811,-8.27555,52.0996,12
-751.768,-8.22844,50.8773,12
-756.76,-8.18512,49.6463,12
-761.719,-8.15218,48.4236,12
-766.777,-8.13213,47.1764,12
-771.497,-8.12568,45.4645,12
-776.072,-8.12576,43.2921,12
-780.448,-8.12799,41.214,12
-784.769,-8.1239,38.559,12
-788.963,-8.10143,35.7787,12
-793.04,-8.02523,32.7945,12
-796.649,-7.87734,29.2748,12
-799.698,-7.7087,25.3244,12
-802.14,-7.58243,21.0513,12
-804.466,-7.57085,16.6422,12
-806.841,-7.57946,12.1381,12
-809.246,-7.57963,7.57794,12
-812.2,-7.57963,3.22671,12
-815.71,-7.57976,-0.599153,12
-819.789,-7.57855,-3.90656,12
-824.267,-7.45404,-6.84091,12
-828.807,-7.3406,-9.81589,12
-833.799,-7.22446,-12.3029,12
-838.924,-7.0885,-14.6145,12
-844.194,-6.97286,-16.9921,12
-849.233,-6.924,-19.2649,12
-854.284,-6.91635,-21.5438,12
-859.563,-6.92508,-23.9251,12
-864.543,-6.92996,-26.9587,12
-868.914,-6.92996,-30.7045,12
-872.69,-6.92831,-35.2054,12
-874.48,-6.91736,-38.0364,12
-877.268,-6.98176,-42.445,12
-879.992,-7.1751,-46.753,12
-882.119,-7.36335,-51.0143,12
-883.682,-7.54924,-55.6291,12
-885.015,-7.70777,-60.0322,12
-886.411,-7.88468,-64.6455,12
-887.814,-8.09382,-69.2828,12
-888.725,-8.33088,-73.937,12
-889.489,-8.57313,-78.6397,12
-890.247,-8.82944,-83.3049,12
-891.056,-9.11902,-88.2852,12
-891.83,-9.40704,-93.0455,12
-892.101,-9.72476,-98.1089,12
-892.2,-10.0375,-103.296,12
-892.294,-10.3556,-108.227,12
-892.361,-10.5894,-111.776,12
-892.452,-10.9087,-116.55,12
-892.543,-11.2351,-121.36,12
-892.649,-11.6168,-126.893,12
-892.751,-12.0155,-132.266,12
-892.851,-12.4416,-137.531,12
-892.955,-12.9003,-142.944,12
-893.053,-13.3518,-148.104,12
-893.154,-13.8635,-153.411,12
-893.251,-14.377,-158.522,12
-893.343,-14.8647,-163.33,12
-893.436,-15.356,-168.188,12
-893.521,-15.8166,-172.631,12
-893.605,-16.2802,-177.075,12
-893.687,-16.7579,-181.398,12
-893.767,-17.2255,-185.572,12
-893.842,-17.6715,-189.537,12
-893.916,-18.1128,-193.432,12
-893.763,-18.6024,-197.386,12
-893.163,-19.0923,-200.948,12
-892.133,-19.5893,-204.363,12
-890.712,-20.0705,-207.557,12
-888.985,-20.4829,-210.428,12
-887.045,-20.8589,-212.931,12
-884.816,-21.1755,-215.188,12
-882.468,-21.459,-217.077,12
-879.908,-21.7239,-218.694,12
-877.137,-21.9711,-220.022,12
-873.314,-22.2681,-221.273,12
-868.829,-22.5838,-221.95,12
-865.017,-22.8575,-221.926,12
-860.642,-23.177,-221.179,12
-857.082,-23.4351,-219.986,12
-852.762,-23.7454,-217.651,12
-850.068,-23.9266,-215.592,12
-847.644,-24.0908,-213.209,12
-845.518,-24.2317,-210.525,12
-843.671,-24.3691,-207.47,12
-842.17,-24.5043,-204.061,12
-841.101,-24.6652,-200.37,12
-840.507,-24.8862,-196.191,12
-840.056,-25.1418,-192.061,12
-839.598,-25.3928,-187.864,12
-839.377,-25.6092,-183.645,12
-839.502,-25.8044,-179.21,12
-839.633,-25.9917,-174.575,12
-839.76,-26.1704,-170.051,12
-839.877,-26.3199,-165.912,12
-840.017,-26.5086,-160.907,12
-840.159,-26.6864,-155.878,12
-839.717,-26.8708,-150.695,12
-838.431,-27.0595,-145.409,12
-836.361,-27.237,-140.391,12
-833.537,-27.3868,-135.723,12
-829.936,-27.6044,-131.445,12
-825.99,-27.7822,-127.72,12
-821.586,-28.0586,-124.433,12
-816.868,-28.3802,-121.914,12
-811.623,-28.6977,-119.859,12
-806.506,-29.0056,-117.855,12
-801.518,-29.3096,-115.901,12
-796.41,-29.628,-113.901,12
-791.268,-29.9806,-111.887,12
-786.154,-30.3654,-110.094,12
-780.978,-30.7485,-108.895,12
-775.754,-31.1708,-107.685,12
-770.415,-31.5734,-106.448,12
-765.05,-31.9739,-105.205,12
-759.906,-32.3415,-103.818,12
-754.659,-32.6968,-102.192,12
-749.438,-33.0463,-100.574,12
-744.368,-33.4018,-98.5585,12
-739.434,-33.7379,-96.5971,12
-734.3,-34.1077,-94.5563,12
-728.976,-34.4856,-92.4403,12
-723.742,-34.8693,-90.3595,12
-718.504,-35.2374,-88.2776,12
-713.418,-35.5778,-86.2559,12
-708.409,-35.9093,-84.265,12
-703.394,-36.2328,-82.2714,12
-698.297,-36.5621,-80.245,12
-693.441,-36.8612,-78.3148,12
-688.536,-37.1719,-76.3653,12
-683.563,-37.4806,-74.3885,12
-678.337,-37.7945,-72.3109,12
-673.177,-38.0918,-70.26,12
-667.947,-38.3879,-68.1805,12
-662.915,-38.6422,-66.1802,12
-657.628,-38.8818,-64.0789,12
-652.159,-39.1182,-61.9052,12
-647.209,-39.3087,-59.9375,12
-641.957,-39.5167,-58.5177,12
-636.623,-39.7193,-57.9119,12
-631.104,-39.9514,-58.1362,12
-625.611,-40.1871,-59.0227,12
-620.354,-40.4267,-59.8714,12
-617.13,-40.5743,-60.3918,12
-611.537,-40.8396,-61.2946,12
-606.128,-41.0975,-62.1677,12
-600.782,-41.3363,-63.6865,12
-595.844,-41.5821,-65.951,12
-591.236,-41.8288,-68.9973,12
-587.057,-42.0933,-72.5131,12
-582.78,-42.3331,-76.1109,12
-578.582,-42.5395,-79.9226,12
-575.111,-42.7263,-84.2384,12
-571.876,-42.9098,-88.5947,12
-568.747,-43.0952,-93.1732,12
-566.426,-43.2832,-97.9996,12
-564.205,-43.439,-103.099,12
-562.621,-43.561,-108.278,12
-561.215,-43.6544,-113.585,12
-560.003,-43.7617,-119.032,12
-559.648,-43.9642,-124.499,12
-559.695,-44.2115,-129.898,12
-560.532,-44.4605,-135.149,12
-561.534,-44.6694,-140.206,12
-562.808,-44.903,-145.557,12
-564.795,-45.1404,-150.478,12
-566.991,-45.4132,-155.383,12
-569.311,-45.721,-160.562,12
-572.023,-46.0283,-165.16,12
-575.033,-46.3528,-169.848,12
-578.021,-46.6697,-174.504,12
-581.053,-46.9727,-179.228,12
-584.146,-47.2242,-183.654,12
-587.381,-47.4505,-187.929,12
-590.577,-47.638,-192.153,12
-593.921,-47.816,-196.571,12
-597.336,-47.9877,-201.085,12
-600.701,-48.1613,-205.532,12
-604.109,-48.3332,-210.035,12
-607.635,-48.5191,-214.695,12
-611.197,-48.6995,-219.06,12
-614.899,-48.8661,-223.247,12
-618.506,-49.0167,-227.326,12
-622.089,-49.1432,-231.379,12
-625.741,-49.2554,-235.509,12
-629.383,-49.3597,-239.63,12
-633.134,-49.4647,-243.872,12
-636.696,-49.5757,-247.901,12
-640.366,-49.7065,-252.053,12
-644.186,-49.8673,-256.374,12
-647.884,-50.0279,-260.556,12
-651.431,-50.1871,-264.568,12
-654.537,-50.3431,-269.011,12
-657.104,-50.4924,-273.757,12
-659.56,-50.6364,-278.769,12
-661.198,-50.78,-284.07,12
-661.775,-50.8782,-287.685,12
-662.011,-51.0126,-293.164,12
-661.646,-51.0953,-298.521,12
-661.271,-51.1404,-304.034,12
-660.62,-51.1535,-309.899,12
-659.383,-51.1567,-315.272,12
-657.48,-51.182,-320.571,12
-654.752,-51.2066,-325.529,12
-651.399,-51.2073,-329.868,12
-647.341,-51.2025,-333.702,12
-643.218,-51.2042,-337.305,12
-639.049,-51.1767,-340.947,12
-634.979,-51.1208,-344.502,12
-631.336,-51.0623,-348.499,12
-628.334,-51.0367,-353.007,12
-626.029,-51.0369,-357.976,12
-624.505,-51.0277,-363.271,12
-623.815,-51.0215,-368.642,12
-623.959,-51.0664,-374.152,12
-624.703,-51.1778,-379.481,12
-625.663,-51.3541,-384.794,12
-627.534,-51.5002,-390.153,12
-629.62,-51.6284,-395.445,12
-631.721,-51.7575,-400.774,12
-633.714,-51.8808,-405.827,12
-636.216,-52.0102,-410.543,12
-638.897,-52.1415,-415.17,12
-641.693,-52.2868,-419.994,12
-644.386,-52.4358,-424.641,12
-646.574,-52.5967,-429.679,12
-648.474,-52.758,-434.562,12
-650.409,-52.9251,-439.533,12
-652.365,-53.093,-444.555,12
-654.343,-53.2663,-449.635,12
-656.278,-53.4405,-454.607,12
-658.332,-53.6179,-459.883,12
-659.694,-53.7788,-465.004,12
-660.282,-53.9082,-470.531,12
-659.98,-53.9689,-476.23,12
-659.051,-53.9965,-481.617,12
-658.15,-54.0577,-486.848,12
-656.62,-54.2111,-492.07,12
-654.288,-54.4979,-497.041,12
-651.074,-54.8349,-501.768,12
-647.377,-55.1211,-505.728,12
-643.124,-55.4155,-509.329,12
-638.897,-55.6983,-512.908,12
-634.249,-55.9863,-515.99,12
-629,-56.2894,-518.366,12
-623.557,-56.6067,-520.571,12
-618.302,-56.9001,-522.699,12
-613.145,-57.1961,-524.788,12
-608.082,-57.4736,-526.839,12
-603.146,-57.7381,-528.62,12
-597.934,-57.9784,-529.665,12
-592.388,-58.1899,-529.909,12
-587.057,-58.3825,-529.332,12
-581.595,-58.6086,-528.534,12
-576.282,-58.902,-527.555,12
-571.166,-59.2014,-525.998,12
-565.761,-59.4582,-524.355,12
-560.571,-59.6853,-522.776,12
-555.289,-59.9486,-520.939,12
-550.446,-60.203,-518.359,12
-545.977,-60.4493,-514.994,12
-541.865,-60.6513,-511.636,12
-537.581,-60.7408,-508.14,12
-533.416,-60.775,-504.739,12
-529.186,-60.7926,-501.286,12
-525.408,-60.797,-497.408,12
-521.746,-60.7891,-493.353,12
-518.164,-60.766,-489.386,12
-514.456,-60.7261,-485.279,12
-510.657,-60.6648,-481.073,12
-507.304,-60.5784,-477.063,12
-504.428,-60.4666,-472.732,12
-501.474,-60.3075,-468.282,12
-499.008,-60.1155,-463.454,12
-497.132,-59.8865,-458.481,12
-495.284,-59.6388,-453.581,12
-493.359,-59.341,-448.48,12
-491.439,-59.0306,-443.391,12
-489.477,-58.6752,-438.189,12
-487.602,-58.3076,-433.219,12
-485.625,-57.8924,-427.978,12
-483.743,-57.4604,-422.989,12
-481.837,-57.0026,-417.939,12
-480.3,-56.4853,-412.695,12
-478.812,-55.9815,-407.622,12
-477.295,-55.4311,-402.447,12
-475.988,-54.8881,-397.334,12
-475.26,-54.3105,-392.153,12
-474.505,-53.6852,-386.781,12
-473.745,-53.0365,-381.374,12
-472.989,-52.3773,-375.993,12
-472.269,-51.7347,-370.864,12
-471.53,-51.0965,-365.604,12
-470.793,-50.4732,-360.361,12
-470.05,-49.8441,-355.073,12
-469.515,-49.242,-349.619,12
-469.186,-48.6455,-344.089,12
-468.87,-48.1105,-338.79,12
-468.567,-47.608,-333.714,12
-468.673,-47.0565,-328.271,12
-468.777,-46.5335,-322.859,12
-468.884,-46.014,-317.348,12
-468.989,-45.4961,-311.922,12
-469.093,-44.9794,-306.542,12
-469.201,-44.4409,-300.956,12
-469.53,-43.8769,-295.297,12
-470.044,-43.3584,-290.057,12
-470.548,-42.8505,-284.918,12
-471.073,-42.2892,-279.558,12
-471.598,-41.7168,-274.207,12
-472.136,-41.1371,-268.718,12
-472.655,-40.5475,-263.429,12
-473.186,-39.9514,-258.006,12
-473.729,-39.3301,-252.471,12
-474.059,-38.7127,-246.773,12
-473.56,-38.1224,-241.473,12
-472.842,-37.5536,-236.04,12
-472.094,-36.9944,-230.375,12
-471.373,-36.4559,-224.907,12
-470.068,-35.9431,-219.678,12
-468.535,-35.4064,-214.389,12
-466.967,-34.8168,-208.983,12
-465.383,-34.1828,-203.521,12
-463.186,-33.5183,-198.335,12
-460.703,-32.8033,-193.063,12
-458.26,-32.1251,-187.873,12
-455.882,-31.4854,-182.825,12
-453.4,-30.886,-178.023,12
-450.452,-30.32,-173.612,12
-447.483,-29.7644,-169.171,12
-444.526,-29.2158,-164.747,12
-441.446,-28.6545,-160.14,12
-438.372,-28.0979,-155.541,12
-435.289,-27.5344,-150.93,12
-432.116,-26.955,-146.182,12
-428.942,-26.3769,-141.435,12
-425.897,-25.826,-136.879,12
-422.994,-25.3155,-132.536,12
-419.018,-24.6998,-127.972,12
-414.595,-24.1452,-124.312,12
-410.188,-23.6253,-120.955,12
-405.947,-23.1437,-117.724,12
-401.586,-22.6869,-114.647,12
-396.797,-22.242,-112.247,12
-391.665,-21.8049,-110.583,12
-386.204,-21.3438,-109.037,12
-380.908,-20.9039,-107.538,12
-375.467,-20.4874,-105.998,12
-370.223,-20.1114,-104.513,12
-365.014,-19.7465,-103.039,12
-359.815,-19.3897,-101.567,12
-354.447,-19.0197,-100.048,12
-349.268,-18.6647,-98.5818,12
-344.13,-18.3098,-97.3249,12
-338.713,-17.942,-96.6264,12
-333.527,-17.5848,-95.9578,12
-328.187,-17.2206,-95.2691,12
-322.646,-16.8267,-94.5546,12
-317.247,-16.4426,-93.8586,12
-311.967,-16.0554,-92.5517,12
-306.437,-15.669,-90.9579,12
-301.096,-15.2896,-89.4182,12
-295.748,-14.9134,-87.8762,12
-290.503,-14.548,-86.3644,12
-285.288,-14.1649,-84.861,12
-280.011,-13.761,-83.3399,12
-274.977,-13.3348,-81.8886,12
-269.722,-12.856,-80.3737,12
-264.341,-12.3557,-78.8223,12
-259.193,-11.8671,-76.6577,12
-254.072,-11.3597,-74.2646,12
-249.119,-10.8754,-71.9504,12
-243.912,-10.3639,-69.517,12
-238.886,-9.87207,-67.4079,12
-233.587,-9.3831,-65.8724,12
-228.168,-8.86112,-64.3024,12
-222.933,-8.38006,-62.7856,12
-217.689,-7.88598,-61.0393,12
-212.469,-7.38587,-59.073,12
-207.201,-6.88736,-57.0887,12
-201.881,-6.37564,-55.0852,12
-196.871,-5.90866,-53.1982,12
-191.871,-5.44778,-51.3151,12
-186.987,-5.00103,-49.4755,12
-182.299,-4.57821,-47.7098,12
-177.903,-4.18462,-46.0541,12
-173.699,-3.80381,-43.9189,12
-169.997,-3.44517,-41.309,12
-166.523,-3.0911,-38.6675,12
-163.317,-2.78375,-36.0449,12
-160.471,-2.4672,-32.9666,12
-158.188,-2.1628,-29.692,12
-156.392,-1.89053,-26.178,12
-155.14,-1.6413,-22.6263,12
-154.274,-1.41763,-19.0649,12
-153.081,-1.2567,-15.6278,12
-151.425,-1.13222,-12.3004,12
-149.313,-0.872853,-9.14995,12
-146.786,-0.334399,-6.04707,12
-143.9,-0.219768,-3.13052,12
-140.605,-0.126825,-0.612274,12
-136.705,-0.0404767,1.56098,12
-132.392,0.0348534,3.18703,12
-127.719,0.11627,4.18258,12
-122.701,0.192382,4.45786,12
-117.381,0.256864,4.54233,12
-112.276,0.302174,4.42719,12
-107.271,0.32487,3.74328,12
-102.258,0.325982,3.05839,12
-96.9943,0.31385,2.33922,12
-91.5239,0.289626,1.5918,12
-86.1937,0.262181,0.863535,12
-80.9649,0.232095,0.14912,12
-75.7584,0.20188,-0.562249,12
-70.2666,0.1657,-1.31259,12
-64.9698,0.12362,-1.442,12
-59.1895,0.0630413,-1.3688,12
-53.81,-0.00739783,-1.30069,12
-48.3866,-0.09547,-1.23202,12
-43.0637,-0.192928,-1.16462,12
-37.4597,-0.298611,-1.09365,12
-31.8384,-0.403722,-1.02248,12
-26.379,-0.499377,-0.953348,12
-20.9888,-0.58488,-1.08647,12
-15.3112,-0.645085,-1.90146,12
-9.84279,-0.709085,-2.68643,12
-4.24687,-0.747221,-3.4897,12
1.22139,-0.768948,-4.06413,12
6.68645,-0.779611,-4.01493,12
12.4712,-0.775447,-3.96285,12
18.0702,-0.756092,-3.91245,12
23.5294,-0.723372,-3.8633,12
28.5535,-0.678998,-3.81807,12
33.6576,-0.61542,-3.77212,12
38.624,-0.541312,-3.7274,12
43.3578,-0.451529,-3.68479,12
48.1199,-0.344076,-3.64192,12
52.5772,-0.190783,-3.60179,12
56.9031,0.0261764,-3.56285,12
61.0148,0.241631,-3.52583,12
65.2343,0.465596,-3.7878,12
69.1979,0.654351,-4.03389,12
72.8561,0.880002,-4.26102,12
76.4932,1.11835,-4.48683,12
79.9765,1.32575,-4.37797,12
83.1274,1.50055,-3.90462,12
86.0741,1.65132,-3.11331,12
90.2142,1.82853,-1.5292,12
93.9695,2.0101,0.586436,12
97.2623,2.15961,3.24681,12
99.6854,2.23821,5.90663,12
101.542,2.24069,8.61959,12
103.142,2.15333,11.8485,12
104.181,2.03243,15.0499,12
104.724,1.9462,18.0904,12
104.836,1.82612,21.8168,12
104.359,1.64856,25.4523,12
103.378,1.41426,28.7851,12
101.934,1.13449,31.8948,12
100.317,0.743755,34.6192,12
98.2029,0.206705,37.4882,12
95.355,-0.49506,40.2996,12
92.6139,-1.11918,42.2796,12
89.2991,-1.79249,44.008,12
85.6046,-2.53447,45.7082,12
81.6364,-3.23948,47.5342,12
78.8454,-3.75454,48.8186,12
76.033,-4.28604,50.1127,12
73.1813,-4.79221,51.425,12
70.1629,-5.28052,52.814,12
67.0942,-5.81868,54.2261,12
63.9771,-6.33653,55.6605,12
60.6951,-6.87535,57.1708,12
57.3582,-7.42349,58.7063,12
53.6704,-7.96567,60.4033,12
49.9448,-8.52822,62.1178,12
46.3336,-9.04698,63.7795,12
42.4116,-9.61561,65.5842,12
38.1444,-10.2091,67.5478,12
33.8655,-10.7898,69.5168,12
29.4436,-11.3771,71.5516,12
25.1002,-11.9434,73.3604,12
20.3647,-12.5304,74.7385,12
15.7979,-13.0881,76.0675,12
11.0332,-13.6588,77.4541,12
5.87562,-14.3079,78.955,12
0.576174,-14.9829,80.4972,12
-4.55603,-15.6082,81.9907,12
-9.51607,-16.2375,83.4341,12
-14.7598,-16.9028,84.96,12
-20.3052,-17.6215,86.5738,12
-25.6351,-18.3252,88.1248,12
-31.3511,-19.0504,89.2947,12
-36.6118,-19.7525,90.3714,12
-42.0105,-20.46,91.4763,12
-47.496,-21.1754,92.5989,12
-52.8792,-21.8878,93.7007,12
-58.2772,-22.5889,94.8054,12
-63.6692,-23.2827,95.9089,12
-69.2458,-23.9876,97.0502,12
-74.6003,-24.667,98.1461,12
-79.8567,-25.3193,99.2218,12
-85.1685,-25.9842,100.309,12
-90.8006,-26.733,101.462,12
-96.4026,-27.4666,102.608,12
-101.849,-28.1702,103.723,12
-107.21,-28.8554,104.82,12
-112.52,-29.5006,105.907,12
-117.893,-30.1264,107.006,12
-123.303,-30.7143,108.114,12
-128.718,-31.2414,109.222,12
-134.091,-31.7258,110.321,12
-138.41,-32.0932,111.645,12
-143.491,-32.4821,113.376,12
-148.709,-32.8152,115.155,12
-153.359,-33.058,116.739,12
-158.659,-33.2796,118.545,12
-163.934,-33.4664,120.841,12
-169.053,-33.5746,123.069,12
-174.108,-33.5808,125.269,12
-179.4,-33.5097,126.873,12
-185.041,-33.3727,128.346,12
-190.299,-33.1544,129.72,12
-195.375,-32.813,131.251,12
-200.294,-32.3273,133.341,12
-205.188,-31.5947,135.216,12
-210.438,-30.6824,136.592,12
-215.586,-29.6772,137.747,12
-221.164,-28.4862,138.117,12
-226.45,-27.1182,138.26,12
-232.048,-25.5724,138.19,12
-237.494,-24.0565,137.489,12
-242.995,-22.3672,136.779,12
-248.569,-20.6675,136.061,12
-254.107,-18.9611,135.347,12
-259.454,-17.3496,134.658,12
-264.769,-15.8458,133.973,12
-270.121,-14.3355,133.283,12
-275.362,-12.9631,132.607,12
-280.869,-11.7143,131.897,12
-286.339,-10.7993,131.192,12
-291.817,-10.2113,130.486,12
-297.446,-9.86258,130.431,12
-302.843,-9.68846,130.591,12
-308.302,-9.56563,130.752,12
-313.77,-9.45882,130.914,12
-319.22,-9.37071,131.075,12
-324.853,-9.29131,131.242,12
-330.373,-9.22148,131.405,12
-335.734,-9.16394,131.564,12
-341.061,-9.11271,131.721,12
-346.628,-9.06934,131.886,12
